"Time (s)","Acceleration (m/s²)"
9.594263208E0,-3.596031779E-1
9.634302208E0,-2.852154851E-1
9.674341208E0,-1.568895668E-1
9.714380208E0,6.725619471E-1
9.754419208E0,3.468053770E-1
9.794458208E0,-8.914664984E-3
9.834497208E0,-4.474891680E-1
9.874536208E0,-7.268089056E-3
9.914606208E0,1.384398472E-1
9.954645208E0,-2.755862904E-1
9.994684208E0,-2.265918857E-1
1.003472321E1,-9.680942595E-2
1.007476221E1,-7.761827946E-2
1.011480121E1,-4.564640594E-1
1.015484021E1,-1.031729507E-1
1.019487921E1,-5.557836950E-1
1.023491921E1,1.708965719E-2
1.027496729E1,4.986780328E-1
1.031500629E1,3.173541212E-1
1.035504529E1,-9.239208841E-1
1.039508429E1,-1.537887883E-1
1.043512329E1,3.007620621E-1
1.047516229E1,-4.203972638E-1
1.051520129E1,-4.534059656E-1
1.055524129E1,-1.149393028E-1
1.059528029E1,-4.771690500E-1
1.063534929E1,6.321284509E-1
1.067538829E1,6.142383099E-1
1.071542729E1,-1.056732202E-1
1.075546629E1,1.739950114E-1
1.079550529E1,-2.338131970E-1
1.083554429E1,-1.771560162E-1
1.087558429E1,9.541866571E-1
1.091562329E1,4.258076924E-1
1.095566229E1,-6.212672478E-1
1.099570129E1,-4.455525702E-1
1.103577029E1,-6.315834904E-1
1.107580929E1,8.535414577E-2
1.111584829E1,-3.511773401E-1
1.115588829E1,-4.320460868E-1
1.119592729E1,-2.011331087E-1
1.123596629E1,-6.668386924E-1
1.127601117E1,-9.145513058E-2
1.131605017E1,4.489784539E-1
1.135608917E1,2.335652751E-1
1.139615817E1,-1.962998003E-1
1.143619717E1,1.849784213E-1
1.147623717E1,-7.649362600E-1
1.151627617E1,-4.064142323E-1
1.155631517E1,-2.520097321E-1
1.159635417E1,5.524040043E-1
1.163639317E1,-4.363250792E-2
1.167643217E1,7.441400528E-2
1.171647117E1,-2.218813688E-1
1.175654017E1,-3.987479478E-1
1.179658017E1,-4.881477821E-1
1.183661917E1,-4.749400914E-1
1.187665817E1,-3.678676325E-1
1.191669717E1,5.916113394E-1
1.195673617E1,-1.032448715E-1
1.199677517E1,-5.932000279E-1
1.203681417E1,1.270659018E0
1.207685317E1,1.038844984E0
1.211692317E1,-2.952113003E-1
1.215696217E1,-2.438025802E-1
1.219700117E1,-9.106664157E-1
1.223704017E1,4.624843526E-1
1.227707954E1,-6.468640190E-1
1.231711854E1,-1.857607788E-1
1.235715754E1,-1.157678533E-1
1.239719654E1,-1.951362044E-1
1.243723554E1,-3.195713854E-1
1.247730554E1,8.095914459E-1
1.251734454E1,-3.057859898E-1
1.255738354E1,-4.599729735E-1
1.259742254E1,-4.097880757E-1
1.263746154E1,-5.225563073E-1
1.267750054E1,-1.253754133E-1
1.271753954E1,2.164557374E-1
1.275757854E1,4.911854106E-1
1.279761754E1,1.430948156E-1
1.283768754E1,-1.101276290E-1
1.287772654E1,-2.011266768E-2
1.291776554E1,8.684109271E-2
1.295780454E1,-8.208087444E-2
1.299784354E1,-2.470969015E-1
1.303788254E1,2.006296635E-1
1.307792154E1,-1.107316464E-1
1.311796054E1,-8.288954437E-2
1.315799954E1,-5.781259060E-2
1.319806954E1,-2.104395372E-1
1.323810854E1,-1.092113703E-1
1.327815604E1,5.449897349E-2
1.331819504E1,-3.062485045E-1
1.335823404E1,1.745803177E-1
1.339827304E1,-1.150205791E-1
1.343831204E1,9.088327289E-3
1.347835104E1,-1.557464361E-2
1.351839004E1,-7.570156217E-2
1.355842904E1,-2.535206527E-1
1.359849904E1,-2.799880743E-2
1.363853804E1,4.120532870E-1
1.367857704E1,1.643020821E-1
1.371861604E1,-2.022399867E-1
1.375865504E1,-8.306729972E-2
1.379869404E1,-3.811115760E-1
1.383873304E1,-2.318040937E-1
1.387877204E1,-1.825769699E-1
1.391881104E1,1.346859348E-1
1.395888104E1,-1.369681031E-1
1.399892004E1,-7.655759454E-3
1.403895904E1,-2.151465458E-1
1.407899804E1,-2.446515960E-1
1.411903704E1,8.873325169E-2
1.415907604E1,-1.367897630E-2
1.419911504E1,-1.232329935E-1
1.423915404E1,1.381755531E-2
1.427919271E1,-2.286413348E-1
1.431926171E1,-4.114451766E-1
1.435930071E1,-5.735592306E-1
1.439933971E1,-8.319734180E-1
1.443937871E1,-6.774215680E-1
1.447941771E1,-1.039420350E0
1.451945671E1,-1.111934010E0
1.455949571E1,-1.466538404E0
1.459953571E1,-6.330259985E-1
1.463957471E1,-2.123305267E-1
1.467964371E1,-5.779727089E-1
1.471968271E1,-5.474783099E-1
1.475972171E1,-9.209551764E-1
1.479976071E1,-1.019701200E0
1.483979971E1,-2.886074549E-1
1.487983871E1,-5.707145602E-1
1.491987871E1,-3.150526571E-1
1.495991771E1,-3.754269129E-1
1.499995671E1,-4.987066841E-1
1.504002571E1,-2.465291369E-1
1.508006471E1,-4.254504275E-1
1.512010371E1,-2.578505158E-1
1.516014271E1,-3.272148657E-1
1.520018271E1,-3.463393539E-1
1.524022171E1,-3.870207721E-1
1.528025508E1,-1.780751985E-1
1.532029408E1,-3.990800697E-1
1.536033308E1,-2.230385327E-1
1.540040208E1,-2.096846616E-1
1.544044108E1,4.551998913E-2
1.548048008E1,-2.300452513E-1
1.552052008E1,-2.047256380E-1
1.556055908E1,-4.243160677E-1
1.560059808E1,-1.002972901E-2
1.564063708E1,-3.798333746E-1
1.568067608E1,-1.213683164E-1
1.572071508E1,-8.052668452E-2
1.576078408E1,-1.061503530E-2
1.580082308E1,9.912258446E-2
1.584086308E1,-8.345906317E-2
1.588090208E1,-1.297245723E-1
1.592094108E1,-1.167221189E-1
1.596098008E1,-9.330928266E-2
1.600101908E1,8.946239948E-5
1.604105808E1,-3.415645176E-1
1.608109708E1,-3.238568097E-1
1.612116608E1,-9.753056306E-1
