"Time (s)","Acceleration (m/s²)"
2.317424709E0,-5.734288377E-1
2.357474708E0,-3.885591745E-1
2.397525708E0,-8.154854393E-1
2.437576708E0,-6.529182261E-1
2.477627708E0,-1.930855858E-1
2.517678709E0,4.135829186E-1
2.557729708E0,3.806397057E-1
2.597780708E0,-1.695887251E0
2.637831708E0,3.273236239E-1
2.677882708E0,4.174105060E-1
2.717933708E0,-1.433737278E0
2.757983709E0,-1.909586611E0
2.798034708E0,1.051102502E0
2.838085708E0,9.300581217E-2
2.878136708E0,-1.254730618E-1
2.918187708E0,4.307877660E-1
2.958238708E0,9.012810498E-1
2.998289709E0,-5.173172021E-1
3.038339750E0,-8.359682357E-1
3.078390750E0,-3.250467181E-3
3.118441750E0,3.788703382E-2
3.158491750E0,-1.162515349E0
3.198542750E0,-1.679677016E-1
3.238593750E0,-6.954122812E-1
3.278644750E0,-3.232557160E-1
3.318695750E0,-8.435602605E-2
3.358746750E0,2.893646693E-1
3.398797750E0,1.746300191E-1
3.438848750E0,9.601654351E-2
3.478899750E0,-2.665020561E-1
3.518950750E0,1.773963368E-1
3.559001750E0,7.004958504E-1
3.599052750E0,8.944018006E-2
3.639102750E0,4.025106311E-2
3.679153750E0,-1.962413281E-1
3.719204750E0,2.364274871E-1
3.759255750E0,3.674571580E-1
3.799306750E0,1.243071270E-1
3.839357750E0,-4.265040958E-1
3.879408750E0,-2.977606863E-1
3.919459750E0,-5.884146667E-1
3.959510750E0,-5.158776176E-1
3.999561750E0,-1.636162037E-1
4.039612833E0,2.306282187E-1
4.079663833E0,1.920126218E-1
4.119714833E0,2.365877008E-1
4.159764834E0,-1.533607721E-2
4.199815833E0,-3.192111969E-1
4.239866833E0,-3.144632578E-3
4.279917833E0,-2.189068902E-1
4.319968833E0,-1.160339016E-1
4.360019834E0,7.350242436E-2
4.400070834E0,-3.090235931E-1
4.440121833E0,2.388575900E-1
4.480172833E0,5.913347661E-2
4.520223833E0,5.647884071E-2
4.560274833E0,3.343402827E-1
4.600325834E0,5.005859792E-1
4.640376834E0,1.005428731E-1
4.680427833E0,-1.836598742E-1
4.720478833E0,-2.289717025E-1
4.760528833E0,-4.565283787E-1
4.800579833E0,-2.246237129E-1
4.840630834E0,-4.398187906E-1
4.880681833E0,-4.211889768E-1
4.920732833E0,5.524858654E-2
4.960783833E0,-8.152831256E-2
5.000834833E0,-2.886711895E-2
5.040886125E0,-2.193781757E-1
5.080937125E0,-1.123413849E-1
5.120988125E0,-2.318216354E-1
5.161039125E0,-3.202987790E-2
5.201090125E0,-1.682641554E-1
5.241141125E0,1.838013768E-2
5.281192125E0,1.660077149E-1
5.321243125E0,-1.005288398E-1
5.361294125E0,-9.002022386E-2
5.401345125E0,-9.797828436E-2
5.441396125E0,1.351753467E-1
5.481447125E0,3.570894599E-2
5.521498125E0,-6.890358925E-3
5.561549125E0,-4.616376758E-2
5.601599125E0,-6.694360256E-2
5.641650125E0,-1.009504241E-1
5.681701125E0,-2.087420905E-1
5.721752125E0,-2.153430122E-1
5.761803125E0,-4.666487396E-2
5.801854125E0,1.231078631E-1
5.841905125E0,9.183812320E-2
5.881956125E0,3.133698285E-2
5.922007125E0,-1.059913087E-1
5.962058125E0,-1.067543703E-1
6.002109125E0,-1.728664988E-1
6.042160458E0,-8.655925691E-2
6.082211458E0,-4.592987895E-2
6.122262459E0,-1.020216340E-1
6.162313459E0,1.718251097E-1
6.202364458E0,-1.495483875E-1
6.242415458E0,-1.079279065E-2
6.282466458E0,-1.285750097E-1
6.322517458E0,-6.986721039E-2
6.362568459E0,1.448530734E-1
6.402619459E0,-1.922377396E-1
6.442670458E0,4.654032826E-2
6.482721458E0,5.765354633E-3
6.522772458E0,4.162457407E-2
6.562823458E0,-3.392905354E-2
6.602874459E0,-1.659498274E-1
6.642925458E0,-9.913427889E-2
6.682976458E0,-1.451454341E-2
6.723027458E0,3.669712543E-3
6.763078458E0,7.057647765E-2
6.803129458E0,7.696689963E-2
6.843180459E0,-1.776822656E-1
6.883231458E0,-1.033337492E-1
6.923282458E0,-2.006080288E-1
6.963333458E0,-8.417476237E-2
7.003384458E0,-7.021395028E-2
7.043434958E0,3.313149333E-2
7.083485958E0,5.197239161E-2
7.123536958E0,-5.958780527E-2
7.163587958E0,-1.458394986E-1
7.203638959E0,-1.373417401E-1
7.243689958E0,-1.347058153E-1
7.283740958E0,3.635740221E-2
7.323791958E0,1.164595789E-1
7.363842958E0,8.053487062E-2
7.403893959E0,-2.064032042E-1
7.443944959E0,-3.139715070E-1
7.483995958E0,-7.906137228E-2
7.524046958E0,-1.302847356E-1
7.564097958E0,-9.873023629E-3
7.604148958E0,6.812824845E-2
7.644199959E0,7.465374112E-2
7.684250958E0,2.617745823E-1
7.724301958E0,1.090552497E-1
7.764352958E0,1.452892756E-1
7.804403958E0,-1.905549109E-2
7.844455958E0,-3.890620351E-2
7.884506959E0,-1.035840100E-1
7.924557958E0,-2.733169860E-1
7.964608958E0,-3.256214994E-1
8.004659958E0,1.607458055E-2
8.044711208E0,7.652017236E-2
8.084762208E0,-1.180546993E-1
8.124813208E0,-2.830496764E-1
8.164864209E0,-1.166326565E-1
8.204915209E0,3.350477958E-1
8.244966208E0,5.521876574E-2
8.285017208E0,-1.941141111E-1
8.325068208E0,-2.229619342E-1
8.365119208E0,-1.476451188E-1
8.405170209E0,-1.532496750E-2
8.445221209E0,-3.617964685E-2
8.485272208E0,1.219495296E-1
8.525323208E0,-1.129758078E-1
8.565374208E0,5.792661130E-2
8.605426208E0,4.725602746E-2
8.645477209E0,-1.729834431E-1
8.685528209E0,-1.347765666E-1
8.725579208E0,-2.905598402E-2
8.765630208E0,1.033436894E-1
8.805681208E0,-1.598687232E-1
8.845732208E0,-5.284304202E-2
8.885783209E0,1.671134233E-3
8.925834208E0,4.801090300E-2
8.965885208E0,-2.239430970E-1
9.005936208E0,-1.785388827E-2
9.045987875E0,4.566090703E-2
9.086038875E0,-2.633293569E-2
9.126090875E0,-1.497132790E-1
9.166141875E0,4.956275403E-2
9.206192875E0,-2.625750661E-2
9.246243875E0,3.701287508E-3
9.286294875E0,-5.695012629E-2
9.326345875E0,-3.945174873E-2
9.366396875E0,-1.622052705E-1
9.406447875E0,-1.153842759E-1
9.446498875E0,-6.003394783E-2
9.486549875E0,-1.802094322E-1
9.526600875E0,-5.356517315E-2
9.566652875E0,1.603715837E-2
9.606703875E0,-8.815905511E-2
9.646754875E0,2.028808415E-2
9.686805875E0,-5.909371555E-2
9.726856875E0,-8.680834830E-2
9.766907875E0,-2.971438050E-2
9.806958875E0,-4.000314116E-2
9.847009875E0,-4.330915689E-2
9.887060875E0,-2.047478575E-1
9.927111875E0,-2.766434669E-2
9.967163875E0,2.471910417E-2
1.000721488E1,5.510240614E-2
1.004726533E1,-1.035699767E-1
1.008731633E1,-2.894196332E-2
1.012736733E1,-7.871521711E-2
1.016741833E1,-1.472036541E-2
1.020746933E1,-1.792078042E-1
1.024752033E1,-3.834311664E-2
1.028757133E1,-1.005177301E-1
1.032762333E1,-5.621571600E-2
1.036767433E1,-1.637489355E-1
1.040772533E1,3.477280676E-2
1.044777633E1,-1.415265924E-1
1.048782733E1,9.663985670E-2
1.052787833E1,2.321794850E-1
1.056792933E1,1.130448049E-1
1.060798033E1,1.338895440E-2
1.064803133E1,-2.156634396E-1
1.068808333E1,-1.905853164E-1
1.072813433E1,-2.592351365E-1
1.076818533E1,-2.792396307E-1
1.080823633E1,1.889001489E-2
1.084828733E1,6.122210205E-2
1.088833833E1,1.342906630E-1
1.092838933E1,-8.487935185E-2
1.096844033E1,-5.570174575E-2
1.100849233E1,-1.078706038E-1
1.104854296E1,-1.264185566E-1
1.108859396E1,-9.411152065E-2
1.112864496E1,-2.307779074E-1
1.116869596E1,-4.462127209E-2
1.120874696E1,-1.347555166E-1
1.124879796E1,5.997021317E-2
1.128884996E1,1.314085704E-1
1.132890096E1,-1.729419279E-1
1.136895196E1,-4.026685059E-2
1.140900296E1,-1.961506963E-2
1.144905396E1,-1.440800714E-1
1.148910496E1,-2.173918766E-1
1.152915596E1,-1.030326176E-1
1.156920796E1,1.440087354E-1
1.160925896E1,1.088617069E-1
1.164930996E1,-1.253110939E-1
1.168936096E1,-1.729799348E-1
1.172941196E1,-9.675387740E-3
1.176946296E1,-1.829418361E-1
1.180951396E1,-9.254388213E-3
1.184956596E1,-1.765040517E-2
1.188961696E1,1.590009964E-1
1.192966796E1,2.535855567E-1
1.196971896E1,-1.307232767E-1
1.200976996E1,1.892100513E-2
1.204982108E1,-1.748674160E-1
1.208987208E1,2.912749547E-1
1.212992408E1,-3.404342508E-1
1.216997508E1,-5.601281762E-1
1.221002608E1,-6.723415071E-1
1.225007708E1,-3.074056685E-1
1.229012808E1,4.040607280E-1
1.233017908E1,-5.117997694E-1
1.237023108E1,4.210989296E-1
1.241028208E1,-9.332091862E-1
1.245033308E1,6.192634070E-1
1.249038408E1,2.219193757E-2
1.253043508E1,1.178851885E0
1.257048608E1,5.063981116E-2
1.261053808E1,-1.848146993E0
1.265058908E1,-3.753362811E-1
1.269064008E1,2.279735827E-1
1.273069108E1,1.669477717E0
1.277074208E1,1.543471974E-1
1.281079308E1,2.957837427E-1
1.285084508E1,5.564543706E-1
1.289089608E1,-2.455052894E-1
1.293094708E1,-1.009960324E-1
1.297099808E1,-2.094589591E-1
1.301104908E1,-5.145748580E-1
1.305110013E1,-2.397025126E-1
1.309115213E1,-4.415788025E-1
1.313120312E1,-1.932797134E-2
1.317125413E1,1.577169478E-2
1.321130513E1,4.170000315E-2
1.325135613E1,-4.074386644E-1
1.329140713E1,1.526918507E-1
1.333145913E1,3.137791336E-1
1.337151012E1,4.677345675E-1
1.341156113E1,-8.423797077E-1
1.345161213E1,-3.517176229E-1
1.349166313E1,-4.440434039E-2
1.353171413E1,9.428635240E-2
1.357176613E1,9.801863015E-2
1.361181712E1,-1.292234659E-2
1.365186813E1,-3.804134184E-1
1.369191913E1,-1.966547263E-1
1.373197013E1,-1.982568634E-1
1.377202213E1,-8.233797652E-1
1.381207313E1,8.303630948E-3
1.385212412E1,-2.399972123E-1
1.389217513E1,3.392104286E-1
1.393222613E1,7.430951554E-1
1.397227713E1,-7.817873508E-1
1.401232913E1,4.544257200E-1
1.405237971E1,-1.822284758E-2
1.409243071E1,7.285513759E-2
1.413248171E1,1.011088836E-1
1.417253271E1,2.356995088E-1
1.421258471E1,-1.353197730E-1
1.425263571E1,-7.074780107E-1
1.429268671E1,-1.035916699E0
1.433273771E1,4.274139225E-1
1.437278871E1,2.812206674E-1
1.441284071E1,6.527948499E-2
1.445289171E1,1.115859246E-1
1.449294271E1,-2.161779946E-1
1.453299371E1,-1.504517823E-1
1.457304471E1,1.898590922E-3
1.461309571E1,-4.455607563E-1
1.465314771E1,-4.437820333E-1
1.469319871E1,2.913421977E-1
1.473324971E1,4.724906927E-1
1.477330071E1,1.407302016E-1
1.481335171E1,2.276063776E-1
1.485340371E1,-9.129199326E-2
1.489345471E1,-2.248178405E-1
1.493350571E1,-2.359322280E-1
1.497355671E1,5.693726242E-2
1.501360771E1,-9.863258779E-2
1.505366021E1,-1.885960937E-2
1.509371121E1,-2.658436596E-2
1.513376221E1,6.192786098E-2
1.517381321E1,-3.632272822E-1
1.521386421E1,-1.896567786E-1
1.525391621E1,1.529222310E-1
1.529396721E1,-8.070034683E-2
1.533401821E1,1.504219615E-1
1.537406921E1,-9.809288979E-3
1.541412021E1,2.900277436E-2
1.545417221E1,-1.140043330E-1
1.549422321E1,-3.527157426E-2
1.553427421E1,-3.324364293E-1
1.557432521E1,7.474437296E-2
1.561437621E1,-3.059707618E-1
1.565442821E1,-2.094297230E-1
1.569447921E1,1.645739776E-1
1.573453021E1,5.809325695E-2
1.577458121E1,7.869007409E-2
1.581463221E1,1.065608275E-1
1.585468421E1,8.058983445E-2
1.589473521E1,-2.137525696E-1
1.593478621E1,1.765859127E-2
1.597483721E1,-7.682305813E-2
1.601488921E1,6.627877414E-2
1.605494046E1,-1.443969905E-1
1.609499146E1,-1.531648904E-1
1.613504246E1,-4.379739940E-1
1.617509346E1,-2.070674479E-2
1.621514546E1,1.418522823E-1
1.625519646E1,-1.979270804E-1
1.629524746E1,-4.618206936E-1
1.633529846E1,-4.747646749E-1
1.637534946E1,-6.171303427E-1
1.641540146E1,-8.761269128E-1
1.645545246E1,-9.727761251E-1
1.649550346E1,-1.065569683E0
1.653555446E1,-1.054334258E0
1.657560546E1,-1.251687727E0
1.661565746E1,-7.951605177E-1
1.665570846E1,-3.715601492E-1
1.669575946E1,-6.130285209E-1
1.673581046E1,-3.687037843E-1
1.677586246E1,-4.129321235E-1
1.681591346E1,-3.888322395E-1
1.685596446E1,-2.022130895E-1
1.689601546E1,-5.698836708E-1
1.693606646E1,-5.866189867E-1
1.697611846E1,-5.531582952E-1
1.701616946E1,-1.496244013E-1
1.705621983E1,-3.106736773E-1
1.709627083E1,-1.679185849E-1
1.713632283E1,-2.828736752E-1
1.717637383E1,-3.668648350E-1
1.721642483E1,-2.164066207E-1
1.725647583E1,-7.174884439E-2
1.729652783E1,-1.952525640E-1
1.733657883E1,-2.014623070E-1
1.737662983E1,-9.397177219E-2
1.741668083E1,-1.613363743E-1
1.745673183E1,-7.516361833E-2
1.749678383E1,-1.684524357E-1
1.753683483E1,-2.156043828E-1
1.757688583E1,-3.084511507E-1
1.761693683E1,-2.321373850E-1
1.765698883E1,-1.046645755E-1
1.769703983E1,-4.758464098E-2
1.773709083E1,-1.421066362E-1
1.777714183E1,-1.428199965E-1
1.781719383E1,-5.150110602E-2
1.785724483E1,6.629397690E-2
1.789729583E1,1.619041389E-1
1.793734683E1,-5.456954938E-1
1.797739883E1,1.203492052E0
1.801744958E1,3.222868323E-2
